date,open,high,low,close,volume,instrument_id
2015-12-30,4687.25,4695.0,4643.5,4653.25,117034,49734
2015-12-31,4653.5,4655.0,4579.5,4592.5,159672,49734
2016-01-03,4592.5,4606.75,4592.5,4600.5,1559,49734
2016-01-04,4600.25,4605.5,4429.75,4510.25,361861,49734
2016-01-05,4510.0,4523.0,4457.25,4482.5,296522,49734
2016-01-06,4483.0,4487.5,4386.0,4453.75,345920,49734
2016-01-07,4453.25,4458.5,4281.0,4296.5,497453,49734
2016-01-08,4296.5,4370.0,4255.75,4264.5,470748,49734
2016-01-10,4264.25,4264.25,4227.75,4232.5,9418,49734
2016-01-11,4232.0,4304.5,4208.75,4282.75,428280,49734
2016-01-12,4282.5,4345.75,4236.5,4319.0,415972,49734
2016-01-13,4318.5,4365.0,4167.25,4174.5,514117,49734
2016-01-14,4174.5,4300.5,4124.0,4262.5,525448,49734
2016-01-15,4262.0,4268.75,4075.75,4145.75,564340,49734
2016-01-17,4126.75,4138.25,4107.5,4130.25,3198,49734
2016-01-18,4129.25,4177.5,4119.0,4138.0,75258,49734
2016-01-19,4137.5,4215.75,4091.25,4150.0,395785,49734
2016-01-20,4150.0,4171.5,3983.5,4148.0,629710,49734
2016-01-21,4148.75,4192.25,4085.75,4138.0,547233,49734
2016-01-22,4138.0,4253.0,4119.0,4246.75,326233,49734
2016-01-24,4247.5,4260.0,4245.25,4247.5,2882,49734
2016-01-25,4247.0,4259.75,4176.25,4180.5,281793,49734
2016-01-26,4179.75,4243.75,4133.0,4199.0,305972,49734
2016-01-27,4198.75,4218.75,4102.0,4138.0,405990,49734
2016-01-28,4137.75,4199.0,4106.75,4142.75,412306,49734
2016-01-29,4142.25,4271.25,4129.0,4269.75,322734,49734
2016-01-31,4263.25,4273.0,4260.5,4262.0,2297,49734
2016-02-01,4262.25,4309.25,4228.5,4272.0,262312,49734
2016-02-02,4272.5,4282.25,4170.75,4185.25,310557,49734
2016-02-03,4185.5,4215.0,4090.5,4172.5,483518,49734
2016-02-04,4172.25,4206.5,4113.5,4144.0,381387,49734
2016-02-05,4143.75,4173.5,4001.0,4019.75,435573,49734
2016-02-07,4027.25,4027.75,4016.5,4018.75,2306,49734
2016-02-08,4019.0,4046.0,3883.0,3952.25,534099,49734
2016-02-09,3952.75,4004.0,3897.5,3958.25,495600,49734
2016-02-10,3957.5,4041.0,3922.25,3952.25,420130,49734
2016-02-11,3953.25,3985.5,3862.25,3970.75,503272,49734
2016-02-12,3970.25,4017.5,3953.0,4015.25,300354,49734
2016-02-14,4021.5,4038.5,4021.5,4035.75,2854,49734
2016-02-15,4035.25,4091.5,4031.25,4071.75,51485,49734
2016-02-16,4071.75,4104.75,4047.0,4091.0,262701,49734
2016-02-17,4091.25,4211.5,4068.25,4207.25,288987,49734
2016-02-18,4207.75,4227.5,4144.0,4157.0,251050,49734
2016-02-19,4157.5,4175.0,4120.25,4161.25,228136,49734
2016-02-21,4155.25,4155.25,4146.5,4149.0,1388,49734
2016-02-22,4148.75,4234.0,4148.75,4208.75,188015,49734
2016-02-23,4209.0,4216.5,4152.5,4155.5,225752,49734
2016-02-24,4155.25,4224.25,4084.75,4222.5,335474,49734
2016-02-25,4222.25,4247.75,4170.25,4246.0,262150,49734
2016-02-26,4246.0,4293.25,4225.0,4226.5,268646,49734
2016-02-28,4225.25,4233.0,4216.25,4221.75,1874,49734
2016-02-29,4222.0,4263.25,4184.5,4207.75,250308,49734
2016-03-01,4208.0,4338.75,4180.25,4334.25,290332,49734
2016-03-02,4334.25,4357.75,4299.25,4320.0,265275,49734
2016-03-03,4319.75,4344.5,4293.5,4319.25,200243,49734
2016-03-04,4319.25,4355.0,4298.0,4320.25,287155,49734
2016-03-06,4321.0,4321.5,4309.25,4317.0,1859,49734
2016-03-07,4316.5,4330.0,4268.75,4301.75,242339,49734
2016-03-08,4302.0,4308.75,4251.5,4270.0,290837,49734
2016-03-09,4269.75,4299.0,4256.75,4291.75,228999,49734
2016-03-10,4291.75,4347.5,4229.75,4285.25,358076,49734
2016-03-11,4285.0,4361.25,4284.25,4357.0,103728,49734
2016-03-13,4352.75,4357.25,4347.75,4353.75,387,49734
2016-03-14,4353.0,4378.25,4340.5,4366.0,41985,49734
2016-03-15,4365.0,4372.0,4338.0,4370.5,20326,49734
2016-03-16,4371.25,4416.5,4349.0,4403.0,20801,49734
2016-03-17,4403.0,4422.0,4369.0,4409.0,17479,49734
2016-03-18,4408.75,4418.25,4394.0,4414.25,1783,49734
2016-03-20,4394.75,4394.75,4385.75,4389.75,1093,765
2016-03-21,4391.0,4421.25,4376.75,4413.75,169534,765
2016-03-22,4414.25,4440.5,4383.75,4432.75,189120,765
2016-03-23,4433.0,4441.25,4383.25,4393.75,211182,765
2016-03-24,4394.0,4401.0,4365.0,4400.5,191461,765
2016-03-27,4401.5,4409.75,4399.75,4409.75,1031,765
2016-03-28,4409.5,4425.75,4381.5,4386.75,133557,765
2016-03-29,4387.25,4466.5,4374.0,4464.5,225408,765
2016-03-30,4463.75,4510.25,4456.5,4478.0,221437,765
2016-03-31,4477.5,4495.5,4462.25,4478.5,188176,765
2016-04-01,4478.0,4529.5,4441.5,4528.75,243968,765
2016-04-03,4526.75,4528.0,4520.0,4520.0,1551,765
2016-04-04,4520.25,4543.75,4493.5,4496.0,187489,765
